# Chunk-averaged data for fix bowForces and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount c_bowComp
  10 42 2.21125
  11 42 -0.613704
  12 42 -0.309677
  13 42 -2.92369
  14 42 1.58342
  15 42 1.04019
  16 42 1.54941
  17 42 -1.05519
  18 42 -3.11784
  19 42 0.970347
  20 42 0.56781
79500 20 840
  1 42 -2.38695
  2 42 0.361404
  3 42 -3.89451
  4 42 2.61788
  5 42 1.67532
  6 42 0.736688
  7 42 0.234817
  8 42 2.9085
  9 42 4.32134
  10 42 -0.662138
  11 42 -1.22721
  12 42 0.927611
  13 42 -0.843379
  14 42 1.1108
  15 42 0.744976
  16 42 -3.6369
  17 42 2.63736
  18 42 -3.57577
  19 42 2.98682
  20 42 0.00171346
79600 20 840
  1 42 2.93454
  2 42 -2.97747
  3 42 0.864132
  4 42 -1.77088
  5 42 0.505715
  6 42 -1.51294
  7 42 -2.65478
  8 42 2.17752
  9 42 -2.81063
  10 42 -0.608366
  11 42 1.0363
  12 42 -3.82006
  13 42 0.299226
  14 42 1.0037
  15 42 1.3694
  16 42 2.32612
  17 42 -0.595544
  18 42 -0.751098
  19 42 2.2692
  20 42 0.561478
79700 20 840
  1 42 0.264647
  2 42 -3.65084
  3 42 2.04851
  4 42 0.264513
  5 42 -0.57552
  6 42 0.301491
  7 42 -1.998
  8 42 -0.68871
  9 42 -3.57172
  10 42 -0.54769
  11 42 0.751624
  12 42 0.457557
  13 42 -0.0398612
  14 42 1.21172
  15 42 2.791
  16 42 -2.49033
  17 42 -1.44501
  18 42 -3.62412
  19 42 2.05371
  20 42 0.0369107
79800 20 840
  1 42 1.37348
  2 42 -1.50589
  3 42 -0.651441
  4 42 1.42562
  5 42 1.84319
  6 42 1.74195
  7 42 -1.1179
  8 42 0.212635
  9 42 3.2471
  10 42 1.23076
  11 42 0.433814
  12 42 -0.99746
  13 42 -0.708364
  14 42 -1.7154
  15 42 2.65985
  16 42 0.0890614
  17 42 -1.83211
  18 42 -1.45841
  19 42 -2.07455
  20 42 0.782662
79900 20 840
  1 42 -0.924602
  2 42 1.29346
  3 42 1.96632
  4 42 0.601022
  5 42 0.961518
  6 42 -1.65166
  7 42 -1.17757
  8 42 3.19823
  9 42 1.85772
  10 42 1.9621
  11 42 -0.0272524
  12 42 -4.106
  13 42 -1.11519
  14 42 -2.25746
  15 42 0.905725
  16 42 -0.841829
  17 42 -2.1323
  18 42 -2.67492
  19 42 -2.52284
  20 42 2.27142
80000 20 840
  1 42 4.40868
  2 42 -1.58994
  3 42 -3.59152
  4 42 -1.64041
  5 42 -2.16515
  6 42 -0.162281
  7 42 0.022167
  8 42 1.91693
  9 42 -1.55787
  10 42 0.513099
  11 42 0.34626
  12 42 -0.179317
  13 42 -2.23941
  14 42 -2.86593
  15 42 -0.353705
  16 42 -0.615423
  17 42 -2.92348
  18 42 2.2454
  19 42 0.0852454
  20 42 -2.25392
80100 20 840
  1 42 -1.72177
  2 42 0.627685
  3 42 -2.15872
  4 42 -0.00393763
  5 42 1.47686
  6 42 0.00466684
  7 42 2.26196
  8 42 1.51483
  9 42 -2.00794
  10 42 2.5754
  11 42 -1.97502
  12 42 0.473791
  13 42 3.27801
  14 42 0.590712
  15 42 2.76841
  16 42 -2.15839
  17 42 2.60835
  18 42 -1.63685
  19 42 -0.71729
  20 42 2.18511
80200 20 840
  1 42 -0.540137
  2 42 -0.796107
  3 42 -1.07354
  4 42 -0.433416
  5 42 2.62818
  6 42 -0.89733
  7 42 1.3298
  8 42 0.842427
  9 42 -0.703287
  10 42 -1.00427
  11 42 -5.11481
  12 42 0.764531
  13 42 -1.74838
  14 42 0.0886289
  15 42 1.80676
  16 42 0.49986
  17 42 2.32431
  18 42 2.63782
  19 42 2.54799
  20 42 0.374255
80300 20 840
  1 42 -2.57767
  2 42 1.68648
  3 42 0.659693
  4 42 -2.90246
  5 42 3.00988
  6 42 -0.323877
  7 42 1.1849
  8 42 -1.76627
  9 42 -1.51294
  10 42 -0.983763
  11 42 4.08057
  12 42 -0.644588
  13 42 -0.499282
  14 42 -1.86508
  15 42 1.1302
  16 42 0.0279433
  17 42 -0.381933
  18 42 -1.26326
  19 42 3.5202
  20 42 0.560251
80400 20 840
  1 42 0.691592
  2 42 -0.0242856
  3 42 2.54376
  4 42 2.6048
  5 42 1.57333
  6 42 2.81188
  7 42 -0.238254
  8 42 -0.526411
  9 42 1.87216
  10 42 -1.70398
  11 42 0.799291
  12 42 0.0348103
  13 42 -2.52501
  14 42 0.699298
  15 42 0.562654
  16 42 -0.825768
  17 42 -1.02711
  18 42 5.57153
  19 42 2.03477
  20 42 -1.45391
80500 20 840
  1 42 0.518761
  2 42 1.83267
  3 42 2.18229
  4 42 2.54219
  5 42 2.57885
  6 42 0.729718
  7 42 -1.41139
  8 42 -1.39125
  9 42 1.27368
  10 42 -1.85071
  11 42 -1.44249
  12 42 -0.672503
  13 42 -3.10562
  14 42 1.49427
  15 42 1.71555
  16 42 0.374021
  17 42 -0.908418
  18 42 -1.05881
  19 42 -2.15372
  20 42 0.775225
80600 20 840
  1 42 0.97565
  2 42 -0.392935
  3 42 -0.997125
  4 42 -0.921245
  5 42 1.31289
  6 42 3.25724
  7 42 -2.50302
  8 42 0.64387
  9 42 -2.57274
  10 42 0.120621
  11 42 -0.398084
  12 42 -1.80907
  13 42 0.201367
  14 42 0.489033
  15 42 1.98963
  16 42 2.6354
  17 42 3.08161
  18 42 -1.4479
  19 42 -2.46886
  20 42 1.24799
80700 20 840
  1 42 2.87368
  2 42 -1.66079
  3 42 -0.0990783
  4 42 1.03509
  5 42 0.184823
  6 42 -0.0731536
  7 42 -0.16191
  8 42 0.714992
  9 42 1.36926
  10 42 0.351838
  11 42 0.64476
  12 42 -2.40552
  13 42 3.60727
  14 42 2.10691
  15 42 -2.35308
  16 42 -0.426947
  17 42 -0.288104
  18 42 -0.554487
  19 42 2.17829
  20 42 -0.439925
80800 20 840
  1 42 -2.74336
  2 42 1.72935
  3 42 -0.879276
  4 42 1.69046
  5 42 -0.971829
  6 42 -0.136755
  7 42 0.155348
  8 42 -0.590186
  9 42 1.68575
  10 42 -0.45594
  11 42 0.913258
  12 42 -0.672495
  13 42 1.06981
  14 42 2.38499
  15 42 1.34668
  16 42 -1.71701
  17 42 -0.218627
  18 42 -1.86473
  19 42 -2.81355
  20 42 2.45108
80900 20 840
  1 42 2.30941
  2 42 0.696082
  3 42 -2.16771
  4 42 0.939171
  5 42 2.4593
  6 42 1.11241
  7 42 0.461798
  8 42 -0.310658
  9 42 -0.477967
  10 42 -0.0269445
  11 42 -0.61027
  12 42 0.399504
  13 42 -0.452342
  14 42 1.32772
  15 42 2.78201
  16 42 0.344967
  17 42 -1.92723
  18 42 -1.60356
  19 42 3.19625
  20 42 1.8356
81000 20 840
  1 42 1.70855
  2 42 1.80721
  3 42 1.49549
  4 42 -0.6051
  5 42 -1.21343
  6 42 2.06075
  7 42 0.850317
  8 42 -1.6281
  9 42 1.27715
  10 42 -1.98547
  11 42 -0.0650925
  12 42 -2.68481
  13 42 1.91151
  14 42 -0.822268
  15 42 -1.48859
  16 42 1.29548
  17 42 -0.978654
  18 42 -4.65558
  19 42 0.421756
  20 42 -0.420462
81100 20 840
  1 42 -1.39788
  2 42 0.14783
  3 42 -2.92932
  4 42 5.49601
  5 42 -1.20851
  6 42 2.11348
  7 42 -2.68577
  8 42 0.0982862
  9 42 0.156411
  10 42 1.56588
  11 42 0.772377
  12 42 -5.41401
  13 42 1.59359
  14 42 1.42307
  15 42 2.81249
  16 42 -2.14051
  17 42 1.01551
  18 42 -0.755959
  19 42 -0.464112
  20 42 -3.21947
81200 20 840
  1 42 3.12663
  2 42 0.393604
  3 42 2.73284
  4 42 1.97472
  5 42 -0.125109
  6 42 -0.886958
  7 42 -1.57813
  8 42 -0.498224
  9 42 -1.01807
  10 42 1.05772
  11 42 -1.19428
  12 42 -0.408814
  13 42 -0.267409
  14 42 -2.47524
  15 42 1.43963
  16 42 0.895669
  17 42 -3.43092
  18 42 1.56123
  19 42 0.238103
  20 42 -0.313132
81300 20 840
  1 42 -1.05911
  2 42 0.142195
  3 42 -5.50633
  4 42 1.6648
  5 42 -2.87224
  6 42 1.60782
  7 42 4.59525
  8 42 1.32859
  9 42 1.5131
  10 42 -1.03415
  11 42 2.68957
  12 42 2.79228
  13 42 0.603203
  14 42 -2.70234
  15 42 0.301652
  16 42 -1.00727
  17 42 -0.664522
  18 42 -0.688595
  19 42 -1.4502
  20 42 1.10554
81400 20 840
  1 42 -1.65764
  2 42 2.43164
  3 42 -2.21597
  4 42 -2.01726
  5 42 2.73367
  6 42 -2.51913
  7 42 2.09919
  8 42 -2.51017
  9 42 -4.93794
  10 42 0.900987
  11 42 -0.0177252
  12 42 -0.962105
  13 42 -4.3286
  14 42 -1.40859
  15 42 4.52387
  16 42 3.29994
  17 42 -0.809867
  18 42 1.69351
  19 42 -1.42479
  20 42 -0.874242
81500 20 840
  1 42 -0.991105
  2 42 4.20317
  3 42 -2.02895
  4 42 -0.243046
  5 42 2.31819
  6 42 -1.4672
  7 42 2.64217
  8 42 -1.27803
  9 42 0.602928
  10 42 -1.57799
  11 42 -1.18767
  12 42 2.10022
  13 42 1.17383
  14 42 -0.876956
  15 42 -1.38436
  16 42 -0.624219
  17 42 1.74646
  18 42 1.07641
  19 42 3.64901
  20 42 -0.308598
81600 20 840
  1 42 0.00670393
  2 42 -0.340568
  3 42 -1.52917
  4 42 -0.489549
  5 42 -0.184149
  6 42 0.773963
  7 42 2.48125
  8 42 -1.77109
  9 42 2.3098
  10 42 -1.50677
  11 42 4.21962
  12 42 -0.365087
  13 42 -1.30909
  14 42 -1.83366
  15 42 2.87252
  16 42 -0.486197
  17 42 2.15368
  18 42 3.9163
  19 42 -3.54554
  20 42 -1.42395
81700 20 840
  1 42 -2.69354
  2 42 1.11214
  3 42 3.63604
  4 42 0.645983
  5 42 0.349351
  6 42 0.50501
  7 42 -2.45324
  8 42 -1.18679
  9 42 0.739911
  10 42 0.375475
  11 42 0.13191
  12 42 -2.08821
  13 42 -1.92927
  14 42 0.209947
  15 42 -0.0679351
  16 42 0.2015
  17 42 3.63652
  18 42 7.07696
  19 42 6.63306
  20 42 2.62064
81800 20 840
  1 42 1.91553
  2 42 -0.0479336
  3 42 1.36121
  4 42 2.46906
  5 42 -4.75095
  6 42 2.32109
  7 42 1.79335
  8 42 -1.79678
  9 42 1.3232
  10 42 0.47302
  11 42 -1.65413
  12 42 0.996101
  13 42 -0.0592344
  14 42 1.81574
  15 42 0.646467
  16 42 -1.46781
  17 42 -1.99194
  18 42 1.42047
  19 42 1.30523
  20 42 -0.262645
81900 20 840
  1 42 -0.539808
  2 42 1.14824
  3 42 -1.76453
  4 42 -2.69486
  5 42 0.470474
  6 42 0.0258028
  7 42 1.39981
  8 42 -1.34889
  9 42 -0.917251
  10 42 -0.321266
  11 42 1.06107
  12 42 1.08859
  13 42 0.0887112
  14 42 -0.0776916
  15 42 3.30696
  16 42 3.66819
  17 42 -2.35093
  18 42 -0.25366
  19 42 -4.06225
  20 42 -1.05516
82000 20 840
  1 42 1.37047
  2 42 -3.26746
  3 42 -0.926126
  4 42 1.43675
  5 42 2.61652
  6 42 -1.60067
  7 42 -3.17507
  8 42 0.21531
  9 42 4.65434
  10 42 -0.647298
  11 42 -0.899783
  12 42 -0.600672
  13 42 2.23795
  14 42 -0.677251
  15 42 0.731847
  16 42 -0.671239
  17 42 2.02316
  18 42 1.81881
  19 42 -1.08731
  20 42 -1.47686
82100 20 840
  1 42 1.51773
  2 42 -0.633106
  3 42 -0.352713
  4 42 -0.834455
  5 42 -0.0569498
  6 42 0.323333
  7 42 -1.0575
  8 42 -2.27006
  9 42 -3.64393
  10 42 -0.00176139
  11 42 2.12048
  12 42 -0.539559
  13 42 2.69327
  14 42 -0.631709
  15 42 2.75921
  16 42 1.33187
  17 42 0.0856629
  18 42 0.55972
  19 42 -0.738796
  20 42 -0.660019
82200 20 840
  1 42 -0.812124
  2 42 0.483339
  3 42 -1.88431
  4 42 -0.710828
  5 42 -1.58036
  6 42 2.33444
  7 42 2.96814
  8 42 -1.69942
  9 42 3.35449
  10 42 -1.4002
  11 42 -0.360629
  12 42 3.19977
  13 42 1.0525
  14 42 1.35693
  15 42 1.61831
  16 42 -3.14262
  17 42 -0.867533
  18 42 0.310966
  19 42 0.229847
  20 42 -2.17977
82300 20 840
  1 42 -0.00451972
  2 42 2.56915
  3 42 -1.94649
  4 42 -2.33348
  5 42 1.65021
  6 42 4.61821
  7 42 2.17921
  8 42 0.505218
  9 42 5.02466
  10 42 -1.06649
  11 42 4.22792
  12 42 0.401914
  13 42 -1.1524
  14 42 -2.23799
  15 42 -1.37708
  16 42 2.87158
  17 42 0.299243
  18 42 -2.20696
  19 42 0.887716
  20 42 1.50953
82400 20 840
  1 42 -1.18367
  2 42 -1.27211
  3 42 -2.18531
  4 42 1.53546
  5 42 -0.338051
  6 42 3.33284
  7 42 1.14501
  8 42 0.968299
  9 42 -2.01388
  10 42 2.75501
  11 42 -0.418152
  12 42 -1.10197
  13 42 0.294047
  14 42 1.04999
  15 42 1.8005
  16 42 1.47237
  17 42 1.41566
  18 42 0.317399
  19 42 -2.06347
  20 42 0.970458
82500 20 840
  1 42 2.09062
  2 42 0.339842
  3 42 -3.29799
  4 42 0.66182
  5 42 0.594781
  6 42 -1.57885
  7 42 -1.46499
  8 42 0.330763
  9 42 -1.8228
  10 42 0.838987
  11 42 0.532296
  12 42 -0.11955
  13 42 3.08818
  14 42 0.819561
  15 42 -2.71935
  16 42 1.29867
  17 42 3.89147
  18 42 0.0897282
  19 42 4.65512
  20 42 -1.58189
82600 20 840
  1 42 -0.572375
  2 42 -1.65798
  3 42 -0.533152
  4 42 1.27689
  5 42 -0.829538
  6 42 1.1624
  7 42 3.0773
  8 42 0.889427
  9 42 2.126
  10 42 -3.67498
  11 42 -0.655901
  12 42 1.86135
  13 42 0.488522
  14 42 2.88682
  15 42 0.84995
  16 42 -2.06821
  17 42 1.01167
  18 42 -2.03922
  19 42 -2.19172
  20 42 -2.62767
82700 20 840
  1 42 -1.22956
  2 42 3.85444
  3 42 -0.978533
  4 42 -3.5893
  5 42 3.61
  6 42 -2.38276
  7 42 1.41159
  8 42 2.28567
  9 42 -1.78556
  10 42 -1.36046
  11 42 0.513737
  12 42 2.47772
  13 42 -3.06795
  14 42 -1.24683
  15 42 0.940643
  16 42 3.58531
  17 42 0.573883
  18 42 -0.0596077
  19 42 1.23197
  20 42 0.906841
82800 20 840
  1 42 -0.45285
  2 42 0.976103
  3 42 0.309669
  4 42 -2.79835
  5 42 0.717409
  6 42 1.96883
  7 42 2.66129
  8 42 -1.08676
  9 42 -0.681234
  10 42 -0.430104
  11 42 0.379162
  12 42 0.702542
  13 42 0.208212
  14 42 -0.539925
  15 42 -4.01867
  16 42 -1.19587
  17 42 -0.668674
  18 42 2.63195
  19 42 -1.05296
  20 42 2.7802
82900 20 840
  1 42 -0.9466
  2 42 1.54955
  3 42 -0.603054
  4 42 -0.278206
  5 42 1.86232
  6 42 0.812636
  7 42 2.03507
  8 42 -1.2686
  9 42 1.25069
  10 42 0.0966168
  11 42 2.61952
  12 42 -1.81112
  13 42 -4.03776
  14 42 0.129217
  15 42 -0.84658
  16 42 -0.932475
  17 42 1.37631
  18 42 1.53166
  19 42 -4.25389
  20 42 -1.34946
83000 20 840
  1 42 0.234553
  2 42 -1.22428
  3 42 0.721585
  4 42 -2.85913
  5 42 2.35825
  6 42 1.57538
  7 42 -1.50935
  8 42 -2.07985
  9 42 -1.20342
  10 42 -2.49552
  11 42 -1.39965
  12 42 -0.892936
  13 42 -0.899253
  14 42 -0.428809
  15 42 -0.354003
  16 42 -1.19624
  17 42 0.27092
  18 42 2.58608
  19 42 4.0307
  20 42 2.58948
83100 20 840
  1 42 1.90036
  2 42 -2.68124
  3 42 0.730125
  4 42 1.80914
  5 42 0.772941
  6 42 1.71145
  7 42 -0.965712
  8 42 1.79231
  9 42 0.238928
  10 42 1.64145
  11 42 -0.59417
  12 42 -0.422598
  13 42 2.30983
  14 42 0.322336
  15 42 -1.35092
  16 42 1.86401
  17 42 2.96243
  18 42 0.612389
  19 42 3.76078
  20 42 0.165123
83200 20 840
  1 42 0.1373
  2 42 -3.99081
  3 42 0.826158
  4 42 1.64666
  5 42 3.09184
  6 42 -0.242569
  7 42 0.474843
  8 42 -0.35964
  9 42 -0.0675719
  10 42 3.23955
  11 42 -2.93009
  12 42 -2.54535
  13 42 0.979042
  14 42 0.830849
  15 42 1.1757
  16 42 0.233432
  17 42 -0.238895
  18 42 1.59625
  19 42 0.773121
  20 42 0.722653
83300 20 840
  1 42 -1.57302
  2 42 -0.878988
  3 42 1.55298
  4 42 -0.0780833
  5 42 0.453433
  6 42 0.487525
  7 42 -3.06023
  8 42 -0.316156
  9 42 -0.698384
  10 42 -1.84056
  11 42 -2.57477
  12 42 1.49132
  13 42 1.27016
  14 42 0.376305
  15 42 -2.30047
  16 42 0.37802
  17 42 -1.33745
  18 42 -0.611505
  19 42 -1.21885
  20 42 1.787
83400 20 840
  1 42 3.20816
  2 42 0.205381
  3 42 1.06004
  4 42 1.35086
  5 42 -0.0925578
  6 42 -1.33501
  7 42 -1.15836
  8 42 2.06848
  9 42 -0.317265
  10 42 1.59523
  11 42 0.133139
  12 42 0.26284
  13 42 1.54636
  14 42 0.647958
  15 42 1.07725
  16 42 0.303723
  17 42 -3.14943
  18 42 -1.01203
  19 42 -1.48608
  20 42 0.712134
83500 20 840
  1 42 -0.80651
  2 42 1.59405
  3 42 -1.63333
  4 42 0.0290148
  5 42 0.207202
  6 42 1.03239
  7 42 -0.674657
  8 42 0.784668
  9 42 1.55838
  10 42 1.45004
  11 42 1.22963
  12 42 -2.28427
  13 42 -0.229696
  14 42 1.18005
  15 42 -2.26457
  16 42 -0.306206
  17 42 0.914964
  18 42 -0.682127
  19 42 -1.46766
  20 42 -0.430102
83600 20 840
  1 42 -1.55702
  2 42 0.274978
  3 42 -0.257583
  4 42 3.62886
  5 42 0.832378
  6 42 3.2824
  7 42 -1.28227
  8 42 3.16285
  9 42 1.79857
  10 42 0.933948
  11 42 3.35981
  12 42 -1.90735
  13 42 -0.193867
  14 42 1.10777
  15 42 -1.53492
  16 42 -0.659335
  17 42 2.8603
  18 42 -0.428884
  19 42 1.41074
  20 42 -2.45059
83700 20 840
  1 42 1.13309
  2 42 1.34063
  3 42 -1.171
  4 42 -2.55596
  5 42 -1.68011
  6 42 -0.224056
  7 42 5.20051
  8 42 2.90237
  9 42 0.0506537
  10 42 -1.19899
  11 42 1.4879
  12 42 0.344969
  13 42 -0.90188
  14 42 1.08107
  15 42 0.529168
  16 42 0.529241
  17 42 -3.15541
  18 42 0.686744
  19 42 -1.08166
  20 42 1.72592
83800 20 840
  1 42 -2.02099
  2 42 -0.564106
  3 42 -3.79933
  4 42 1.83643
  5 42 -0.790645
  6 42 0.145519
  7 42 2.05943
  8 42 1.21237
  9 42 1.13376
  10 42 -1.12789
  11 42 0.563234
  12 42 -0.0921926
  13 42 0.260872
  14 42 3.33562
  15 42 -1.99039
  16 42 -0.172627
  17 42 1.82839
  18 42 -0.598354
  19 42 1.7901
  20 42 0.668599
83900 20 840
  1 42 -1.49535
  2 42 0.79293
  3 42 -1.75321
  4 42 1.70539
  5 42 3.01905
  6 42 1.63253
  7 42 -1.18037
  8 42 -1.43744
  9 42 -3.70085
  10 42 -0.776211
  11 42 -2.10186
  12 42 0.148362
  13 42 -1.84977
  14 42 2.37355
  15 42 3.35693
  16 42 1.52148
  17 42 1.33567
  18 42 -0.688572
  19 42 1.32051
  20 42 0.658074
84000 20 840
  1 42 -0.377578
  2 42 1.25616
  3 42 -0.750227
  4 42 0.978417
  5 42 -0.4244
  6 42 -0.710289
  7 42 0.37419
  8 42 1.54862
  9 42 0.154769
  10 42 -1.63333
  11 42 -0.308028
  12 42 -0.719785
  13 42 -0.628424
  14 42 1.17912
  15 42 0.489443
  16 42 -0.565949
  17 42 1.56985
  18 42 -1.57667
  19 42 3.69948
  20 42 0.238065
84100 20 840
  1 42 -0.609981
  2 42 -1.7846
  3 42 -0.258481
  4 42 -1.34459
  5 42 -2.61562
  6 42 1.91437
  7 42 -1.52692
  8 42 -0.363643
  9 42 -1.17181
  10 42 -3.54035
  11 42 5.39607
  12 42 -1.82783
  13 42 -3.46167
  14 42 1.14308
  15 42 -0.598232
  16 42 -0.820745
  17 42 -0.172889
  18 42 0.453597
  19 42 -1.37043
  20 42 -2.90868
84200 20 840
  1 42 1.32221
  2 42 -1.23316
  3 42 1.10187
  4 42 1.72915
  5 42 -0.338118
  6 42 -1.94822
  7 42 0.169545
  8 42 -1.38875
  9 42 1.53467
  10 42 0.0820798
  11 42 -1.424
  12 42 0.313581
  13 42 -2.0159
  14 42 1.46731
  15 42 1.19438
  16 42 1.74783
  17 42 -1.653
  18 42 1.9327
  19 42 -0.883513
  20 42 1.3991
84300 20 840
  1 42 1.20556
  2 42 -0.674708
  3 42 -6.35519
  4 42 -2.85466
  5 42 -0.569816
  6 42 -1.36899
  7 42 0.291808
  8 42 0.576645
  9 42 -0.399651
  10 42 0.408283
  11 42 -1.38294
  12 42 -0.333294
  13 42 1.25595
  14 42 0.275695
  15 42 1.4786
  16 42 1.1936
  17 42 0.19045
  18 42 -4.22011
  19 42 -3.33513
  20 42 3.35922
84400 20 840
  1 42 1.74245
  2 42 -2.35687
  3 42 -3.87628
  4 42 -0.635556
  5 42 1.44479
  6 42 -0.101011
  7 42 -2.77082
  8 42 -0.644189
  9 42 -1.16538
  10 42 0.426199
  11 42 0.111167
  12 42 -0.935609
  13 42 -2.03221
  14 42 -0.82222
  15 42 0.216641
  16 42 -0.0809395
  17 42 -1.18543
  18 42 0.426984
  19 42 2.20892
  20 42 -0.704019
84500 20 840
  1 42 0.657482
  2 42 -0.879857
  3 42 -3.05152
  4 42 2.25634
  5 42 2.20187
  6 42 -0.18705
  7 42 -1.58266
  8 42 0.0877006
  9 42 0.587413
  10 42 -1.40446
  11 42 -0.916625
  12 42 0.0802084
  13 42 2.72084
  14 42 -0.94952
  15 42 4.40887
  16 42 -2.28031
  17 42 1.08552
  18 42 1.254
  19 42 4.80492
  20 42 0.339451
84600 20 840
  1 42 -0.218095
  2 42 -0.794574
  3 42 0.24324
  4 42 2.50737
  5 42 -1.83849
  6 42 1.63165
  7 42 -1.85317
  8 42 -1.16079
  9 42 -4.01215
  10 42 -3.37125
  11 42 -2.32125
  12 42 1.77797
  13 42 1.38298
  14 42 0.126629
  15 42 2.14417
  16 42 0.192051
  17 42 0.19676
  18 42 4.65974
  19 42 0.443055
  20 42 -0.0432833
84700 20 840
  1 42 -0.409331
  2 42 0.698603
  3 42 1.51395
  4 42 -0.286409
  5 42 1.84079
  6 42 0.381255
  7 42 0.201114
  8 42 1.50877
  9 42 3.479
  10 42 3.75982
  11 42 0.946703
  12 42 0.496216
  13 42 -2.14199
  14 42 0.39645
  15 42 1.19924
  16 42 -0.0294914
  17 42 -1.02659
  18 42 -0.373406
  19 42 -1.45116
  20 42 -2.77506
84800 20 840
  1 42 0.264889
  2 42 -0.515382
  3 42 -0.189953
  4 42 0.01911
  5 42 0.831005
  6 42 3.15985
  7 42 -0.899685
  8 42 1.79644
  9 42 -1.25486
  10 42 0.572121
  11 42 -0.0151819
  12 42 -2.37128
  13 42 0.129716
  14 42 -1.1511
  15 42 -0.896941
  16 42 1.33171
  17 42 -1.04899
  18 42 3.38239
  19 42 -0.791468
  20 42 -0.486697
84900 20 840
  1 42 -0.0341671
  2 42 -0.0718486
  3 42 -0.582526
  4 42 1.78505
  5 42 -1.75445
  6 42 1.16846
  7 42 -1.37348
  8 42 1.2543
  9 42 0.250245
  10 42 0.953435
  11 42 1.37706
  12 42 -0.893267
  13 42 0.368111
  14 42 0.627399
  15 42 -1.6752
  16 42 -2.26605
  17 42 -0.267292
  18 42 2.03632
  19 42 -4.14006
  20 42 -2.05347
85000 20 840
  1 42 -0.0501454
  2 42 1.82694
  3 42 -2.98083
  4 42 -0.226727
  5 42 0.505583
  6 42 -3.27677
  7 42 0.419137
  8 42 0.120023
  9 42 1.70955
  10 42 -1.30949
  11 42 2.02316
  12 42 -2.49793
  13 42 -1.2813
  14 42 1.19559
  15 42 2.61095
  16 42 0.559967
  17 42 2.23119
  18 42 3.1441
  19 42 -0.141242
  20 42 0.928316
85100 20 840
  1 42 -2.45899
  2 42 -2.02407
  3 42 -1.21497
  4 42 0.0703879
  5 42 -2.32192
  6 42 0.263014
  7 42 4.07726
  8 42 -0.272021
  9 42 -2.23527
  10 42 -4.04542
  11 42 0.370075
  12 42 -0.941597
  13 42 -1.50916
  14 42 3.48508
  15 42 0.309753
  16 42 0.284483
  17 42 2.29251
  18 42 -1.89231
  19 42 -0.841565
  20 42 -1.7243
85200 20 840
  1 42 -2.89232
  2 42 4.24649
  3 42 -0.516678
  4 42 -0.0660812
  5 42 0.598832
  6 42 -0.430805
  7 42 2.12395
  8 42 -0.456465
  9 42 -2.96645
  10 42 -0.481373
  11 42 1.06977
  12 42 -0.268413
  13 42 0.325217
  14 42 3.23209
  15 42 -0.775603
  16 42 2.45221
  17 42 0.0887722
  18 42 -0.785758
  19 42 1.79218
  20 42 3.11086
85300 20 840
  1 42 1.53271
  2 42 0.0611518
  3 42 -1.32373
  4 42 0.129863
  5 42 -1.66945
  6 42 4.60261
  7 42 -0.652528
  8 42 -1.72299
  9 42 1.86588
  10 42 -0.623328
  11 42 3.37727
  12 42 -2.90572
  13 42 -1.08522
  14 42 0.181706
  15 42 0.922597
  16 42 -0.472168
  17 42 -1.31314
  18 42 0.495585
  19 42 0.18469
  20 42 1.61796
85400 20 840
  1 42 -0.000528307
  2 42 -1.00664
  3 42 3.07498
  4 42 3.82952
  5 42 -1.20742
  6 42 2.99237
  7 42 -3.30492
  8 42 -0.743611
  9 42 -2.69982
  10 42 -2.39566
  11 42 1.77255
  12 42 -2.84626
  13 42 -4.23339
  14 42 -1.29017
  15 42 0.393956
  16 42 2.49968
  17 42 1.68696
  18 42 -3.12551
  19 42 -1.10548
  20 42 -3.35104
85500 20 840
  1 42 2.38051
  2 42 -2.25915
  3 42 -2.10373
  4 42 -0.903713
  5 42 -1.14026
  6 42 -0.347349
  7 42 -2.11745
  8 42 0.756025
  9 42 -0.668638
  10 42 -3.29201
  11 42 -2.15579
  12 42 -1.70534
  13 42 -0.538302
  14 42 -0.865553
  15 42 3.45504
  16 42 0.84289
  17 42 -2.26023
  18 42 -0.0493663
  19 42 1.72345
  20 42 -1.62187
85600 20 840
  1 42 2.1337
  2 42 1.71633
  3 42 -1.31215
  4 42 -0.0756439
  5 42 0.262599
  6 42 -0.78237
  7 42 -1.50973
  8 42 1.05036
  9 42 2.19753
  10 42 0.196233
  11 42 -0.365502
  12 42 -2.17953
  13 42 2.61008
  14 42 -0.644593
  15 42 -0.110832
  16 42 1.09065
  17 42 -0.806919
  18 42 -4.55681
  19 42 -4.33695
  20 42 -1.62048
85700 20 840
  1 42 -0.56842
  2 42 -2.41126
  3 42 -5.77923
  4 42 -3.2231
  5 42 2.76889
  6 42 1.42093
  7 42 0.183536
  8 42 -1.17054
  9 42 -1.16056
  10 42 -0.046246
  11 42 -1.04606
  12 42 1.8928
  13 42 0.180831
  14 42 -2.74643
  15 42 1.11464
  16 42 -1.55095
  17 42 0.950682
  18 42 0.226751
  19 42 -4.30186
  20 42 0.0153078
85800 20 840
  1 42 -0.123642
  2 42 3.08822
  3 42 -2.42866
  4 42 -0.903617
  5 42 -0.955824
  6 42 -0.757637
  7 42 -1.94235
  8 42 -0.682001
  9 42 -2.4161
  10 42 -0.599566
