# Chunk-averaged data for fix bowForces and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount c_bowComp
  2 42 1.68562
  3 42 -4.29334
  4 42 -0.721637
  5 42 0.285156
  6 42 -2.75624
  7 42 -3.01112
  8 42 1.65776
  9 42 4.92359
  10 42 -2.03256
  11 42 -1.25832
  12 42 4.0078
  13 42 -1.40466
  14 42 0.293488
  15 42 -1.80773
  16 42 0.0436883
  17 42 -1.4511
  18 42 -4.79969
  19 42 -1.96404
  20 42 0.387229
20500 20 840
  1 42 2.68494
  2 42 -2.44334
  3 42 -4.95262
  4 42 1.99929
  5 42 -0.982185
  6 42 0.845525
  7 42 3.53782
  8 42 1.60492
  9 42 0.0745591
  10 42 2.00867
  11 42 -1.17046
  12 42 -1.07258
  13 42 -1.72586
  14 42 -0.0785542
  15 42 -4.75691
  16 42 -1.0463
  17 42 0.212723
  18 42 3.53264
  19 42 -3.17946
  20 42 -0.80973
20600 20 840
  1 42 -1.64027
  2 42 0.363878
  3 42 -3.62533
  4 42 -1.10658
  5 42 3.23043
  6 42 -0.770043
  7 42 1.581
  8 42 2.65263
  9 42 -0.651536
  10 42 -1.17418
  11 42 -1.01602
  12 42 1.64041
  13 42 0.740939
  14 42 1.16707
  15 42 -1.94774
  16 42 1.40855
  17 42 2.39603
  18 42 1.69125
  19 42 -1.88392
  20 42 -2.61096
20700 20 840
  1 42 -2.26629
  2 42 1.20879
  3 42 0.600036
  4 42 -1.93563
  5 42 -2.02162
  6 42 1.5875
  7 42 -0.227324
  8 42 4.30461
  9 42 2.75984
  10 42 -0.962917
  11 42 1.79243
  12 42 2.37653
  13 42 -0.452173
  14 42 -1.19766
  15 42 -0.903329
  16 42 -2.42486
  17 42 1.49246
  18 42 2.7453
  19 42 3.51462
  20 42 0.524024
20800 20 840
  1 42 1.4377
  2 42 0.928245
  3 42 0.139449
  4 42 -1.05392
  5 42 -1.09014
  6 42 -1.6226
  7 42 2.39252
  8 42 2.53786
  9 42 1.86553
  10 42 -0.28079
  11 42 -5.25061
  12 42 -1.09557
  13 42 1.23732
  14 42 -1.80704
  15 42 -1.25544
  16 42 1.11334
  17 42 -0.737183
  18 42 -0.441568
  19 42 3.4863
  20 42 1.14626
20900 20 840
  1 42 2.62487
  2 42 -0.135439
  3 42 2.23208
  4 42 3.89731
  5 42 3.36122
  6 42 -0.10409
  7 42 -0.153418
  8 42 -0.0637992
  9 42 4.20994
  10 42 -0.367033
  11 42 3.02209
  12 42 -0.609605
  13 42 -0.198918
  14 42 -1.28596
  15 42 -1.76845
  16 42 -2.93802
  17 42 -2.18633
  18 42 3.05037
  19 42 -0.335235
  20 42 1.78434
21000 20 840
  1 42 0.667387
  2 42 -0.140949
  3 42 -2.68278
  4 42 0.175005
  5 42 -1.46217
  6 42 -1.04933
  7 42 1.8281
  8 42 2.31083
  9 42 1.50657
  10 42 -3.02516
  11 42 0.695751
  12 42 1.21371
  13 42 1.46879
  14 42 1.40069
  15 42 1.16708
  16 42 -2.00872
  17 42 2.64995
  18 42 1.33481
  19 42 1.94445
  20 42 2.1429
21100 20 840
  1 42 2.53246
  2 42 -0.155374
  3 42 -0.91227
  4 42 -0.127217
  5 42 0.981141
  6 42 2.18344
  7 42 3.92583
  8 42 1.27075
  9 42 -0.691475
  10 42 -3.57016
  11 42 2.18428
  12 42 -0.553717
  13 42 0.352948
  14 42 2.56966
  15 42 -0.0886864
  16 42 -0.410139
  17 42 -0.160625
  18 42 -1.01086
  19 42 0.55913
  20 42 1.34514
21200 20 840
  1 42 2.68297
  2 42 1.21357
  3 42 -2.71182
  4 42 -2.28716
  5 42 2.60501
  6 42 -1.95122
  7 42 0.539686
  8 42 0.365616
  9 42 1.08108
  10 42 1.97696
  11 42 -3.29102
  12 42 -1.67691
  13 42 -2.47543
  14 42 -0.231786
  15 42 -0.828899
  16 42 -1.31513
  17 42 -0.839844
  18 42 0.743879
  19 42 -4.49275
  20 42 -2.40208
21300 20 840
  1 42 1.04453
  2 42 -0.875273
  3 42 -2.23482
  4 42 -0.239902
  5 42 -0.205193
  6 42 -1.29082
  7 42 -0.787835
  8 42 3.36097
  9 42 -1.64263
  10 42 2.38558
  11 42 2.69636
  12 42 -0.934758
  13 42 0.619022
  14 42 1.01484
  15 42 -1.39311
  16 42 -1.91139
  17 42 -0.481954
  18 42 -3.13928
  19 42 1.58267
  20 42 -1.36619
21400 20 840
  1 42 -0.454236
  2 42 2.08173
  3 42 -0.890666
  4 42 1.95015
  5 42 1.90596
  6 42 2.14006
  7 42 2.98259
  8 42 2.81016
  9 42 -2.89871
  10 42 -0.19089
  11 42 0.591069
  12 42 2.11075
  13 42 -1.45081
  14 42 2.47894
  15 42 -0.47808
  16 42 -2.37695
  17 42 -1.07675
  18 42 -0.0450325
  19 42 -0.22456
  20 42 -3.42133
21500 20 840
  1 42 -1.874
  2 42 0.718464
  3 42 -0.658622
  4 42 0.698139
  5 42 -1.27763
  6 42 1.93445
  7 42 -0.439551
  8 42 2.39525
  9 42 -1.0113
  10 42 2.08291
  11 42 -5.62918
  12 42 0.979286
  13 42 -1.37172
  14 42 0.845182
  15 42 1.14921
  16 42 1.08712
  17 42 -0.746875
  18 42 -4.56907
  19 42 2.03855
  20 42 -2.92554
21600 20 840
  1 42 -1.57981
  2 42 -0.0290986
  3 42 -1.37442
  4 42 0.581223
  5 42 3.51556
  6 42 -0.605498
  7 42 1.84022
  8 42 -0.116003
  9 42 -3.04103
  10 42 3.12415
  11 42 -0.933306
  12 42 1.46553
  13 42 -0.125415
  14 42 1.26919
  15 42 2.04431
  16 42 -0.350861
  17 42 0.921506
  18 42 -1.86748
  19 42 3.84446
  20 42 -2.49807
21700 20 840
  1 42 -0.977098
  2 42 -0.101272
  3 42 -3.74949
  4 42 1.87281
  5 42 3.16141
  6 42 -2.7293
  7 42 -2.52488
  8 42 1.42106
  9 42 -2.50609
  10 42 -0.241595
  11 42 1.23956
  12 42 0.830317
  13 42 -0.730607
  14 42 1.64904
  15 42 -1.33871
  16 42 2.66683
  17 42 1.21369
  18 42 -5.06086
  19 42 -1.93271
  20 42 0.207362
21800 20 840
  1 42 -0.364312
  2 42 -0.777886
  3 42 -4.23488
  4 42 2.99237
  5 42 2.32284
  6 42 1.90285
  7 42 0.646327
  8 42 1.24205
  9 42 -1.88253
  10 42 -0.614705
  11 42 -1.12095
  12 42 1.09815
  13 42 -2.95594
  14 42 1.14227
  15 42 -1.22916
  16 42 1.32305
  17 42 -2.87657
  18 42 0.724923
  19 42 -2.6861
  20 42 -0.907388
21900 20 840
  1 42 -1.19943
  2 42 -0.343578
  3 42 -3.39871
  4 42 3.59687
  5 42 1.4295
  6 42 -0.753695
  7 42 -0.356964
  8 42 1.84737
  9 42 1.15473
  10 42 -0.351948
  11 42 -3.8224
  12 42 1.83305
  13 42 -0.682884
  14 42 1.10021
  15 42 -1.755
  16 42 -0.505292
  17 42 -1.95797
  18 42 -0.790328
  19 42 -2.71817
  20 42 0.184853
22000 20 840
  1 42 -1.71523
  2 42 1.97963
  3 42 -2.29332
  4 42 0.27017
  5 42 2.01509
  6 42 -0.258887
  7 42 2.70568
  8 42 2.77626
  9 42 -3.04461
  10 42 2.03507
  11 42 -0.749015
  12 42 -1.00541
  13 42 0.47229
  14 42 -0.344848
  15 42 0.55104
  16 42 1.50319
  17 42 -1.75721
  18 42 2.37566
  19 42 -3.01359
  20 42 4.7334
22100 20 840
  1 42 3.79236
  2 42 -0.390786
  3 42 0.381676
  4 42 -2.93771
  5 42 2.90595
  6 42 0.736609
  7 42 2.42727
  8 42 0.534883
  9 42 -0.93097
  10 42 -0.744975
  11 42 -0.755913
  12 42 -1.34745
  13 42 1.60744
  14 42 -0.209832
  15 42 -0.471582
  16 42 -2.21149
  17 42 3.75107
  18 42 0.768842
  19 42 4.34006
  20 42 -0.521287
22200 20 840
  1 42 -0.727254
  2 42 1.53645
  3 42 -2.03829
  4 42 0.283661
  5 42 4.26248
  6 42 -1.79479
  7 42 3.0094
  8 42 -1.89326
  9 42 3.1734
  10 42 -2.93003
  11 42 2.0175
  12 42 0.259318
  13 42 2.55805
  14 42 0.283624
  15 42 2.81773
  16 42 -2.02193
  17 42 2.83242
  18 42 3.49829
  19 42 1.12529
  20 42 0.000349518
22300 20 840
  1 42 2.52025
  2 42 -2.45193
  3 42 -1.78061
  4 42 4.91071
  5 42 -2.06274
  6 42 -0.482171
  7 42 -1.61711
  8 42 -1.30138
  9 42 1.02026
  10 42 1.26393
  11 42 -2.91656
  12 42 -4.18916
  13 42 -1.42943
  14 42 0.881815
  15 42 1.21847
  16 42 -2.55131
  17 42 0.987743
  18 42 1.00279
  19 42 -0.183324
  20 42 1.72229
22400 20 840
  1 42 1.87723
  2 42 -1.21555
  3 42 -3.0466
  4 42 -1.34121
  5 42 -0.198323
  6 42 -3.57406
  7 42 0.757676
  8 42 0.947309
  9 42 0.553381
  10 42 -0.105647
  11 42 2.92306
  12 42 -2.83308
  13 42 0.509229
  14 42 1.94693
  15 42 -1.83795
  16 42 3.02019
  17 42 -1.22823
  18 42 2.29057
  19 42 0.106332
  20 42 0.194893
22500 20 840
  1 42 3.43967
  2 42 -2.34138
  3 42 -5.4382
  4 42 -0.317489
  5 42 0.570349
  6 42 0.706607
  7 42 0.282247
  8 42 -1.83187
  9 42 -2.07864
  10 42 -1.23985
  11 42 1.57413
  12 42 -1.31523
  13 42 -1.18441
  14 42 0.536339
  15 42 0.913986
  16 42 -2.81844
  17 42 -0.555195
  18 42 -1.16065
  19 42 -1.32924
  20 42 -2.22029
22600 20 840
  1 42 0.0769795
  2 42 1.15424
  3 42 0.795402
  4 42 0.348995
  5 42 1.58409
  6 42 2.54544
  7 42 -2.41381
  8 42 1.45619
  9 42 -3.59092
  10 42 -0.06475
  11 42 -1.23416
  12 42 -1.14329
  13 42 0.215423
  14 42 2.28688
  15 42 0.698479
  16 42 0.945022
  17 42 -0.592943
  18 42 -0.889162
  19 42 1.07334
  20 42 1.74354
22700 20 840
  1 42 2.92307
  2 42 -0.260582
  3 42 1.40948
  4 42 3.13936
  5 42 0.269632
  6 42 3.90964
  7 42 -2.78911
  8 42 1.06624
  9 42 0.0968726
  10 42 1.44817
  11 42 2.78747
  12 42 -1.9996
  13 42 -2.92414
  14 42 -0.551513
  15 42 1.51547
  16 42 -1.43279
  17 42 -1.87889
  18 42 -1.47492
  19 42 -2.21962
  20 42 -3.80768
22800 20 840
  1 42 -1.99922
  2 42 0.615439
  3 42 -1.95052
  4 42 -1.9897
  5 42 -3.93153
  6 42 1.95526
  7 42 -2.07963
  8 42 -0.899993
  9 42 -1.5485
  10 42 -1.98042
  11 42 -0.54278
  12 42 0.468548
  13 42 -0.59098
  14 42 0.424196
  15 42 0.709133
  16 42 2.26058
  17 42 -0.519668
  18 42 -1.36775
  19 42 -1.39873
  20 42 -5.56172
22900 20 840
  1 42 -1.45611
  2 42 -1.25327
  3 42 -4.2879
  4 42 0.87372
  5 42 -2.0668
  6 42 0.418703
  7 42 0.613945
  8 42 -0.86143
  9 42 0.597839
  10 42 -1.51629
  11 42 0.622952
  12 42 1.47619
  13 42 -0.184705
  14 42 1.47382
  15 42 -1.53927
  16 42 -1.08562
  17 42 0.762228
  18 42 -3.03154
  19 42 2.44416
  20 42 -3.62795
23000 20 840
  1 42 1.9477
  2 42 -1.86715
  3 42 -2.32382
  4 42 -0.253494
  5 42 -0.0397066
  6 42 -1.22815
  7 42 -1.10272
  8 42 -0.286327
  9 42 -0.498877
  10 42 2.01277
  11 42 2.99331
  12 42 0.642842
  13 42 1.67111
  14 42 1.39784
  15 42 0.899487
  16 42 1.48146
  17 42 -0.633361
  18 42 0.136904
  19 42 1.71411
  20 42 -2.63461
23100 20 840
  1 42 -2.63075
  2 42 -0.202642
  3 42 -3.16128
  4 42 -0.0182054
  5 42 1.99507
  6 42 -2.08059
  7 42 -0.739574
  8 42 0.578603
  9 42 -1.67604
  10 42 0.300908
  11 42 1.29654
  12 42 -0.0867764
  13 42 1.27263
  14 42 1.87584
  15 42 2.62496
  16 42 1.30914
  17 42 1.66096
  18 42 -1.45516
  19 42 1.91408
  20 42 0.454249
23200 20 840
  1 42 -0.286853
  2 42 2.25098
  3 42 1.36133
  4 42 -1.68717
  5 42 -2.78669
  6 42 2.14228
  7 42 0.612197
  8 42 0.940441
  9 42 1.58163
  10 42 -1.25739
  11 42 -0.415548
  12 42 -0.217861
  13 42 -1.74332
  14 42 0.527307
  15 42 1.93566
  16 42 -1.20296
  17 42 1.52906
  18 42 0.0969265
  19 42 -1.08617
  20 42 3.90506
23300 20 840
  1 42 0.867899
  2 42 -0.315716
  3 42 -5.11061
  4 42 0.63154
  5 42 -0.207649
  6 42 -2.99527
  7 42 -0.196716
  8 42 -1.22907
  9 42 4.38414
  10 42 -0.624639
  11 42 -3.14807
  12 42 -0.345723
  13 42 0.796117
  14 42 -1.49736
  15 42 1.9728
  16 42 0.975702
  17 42 -2.07447
  18 42 -1.72414
  19 42 -4.02655
  20 42 2.95715
23400 20 840
  1 42 1.86181
  2 42 2.34658
  3 42 -0.507112
  4 42 -1.86472
  5 42 0.363977
  6 42 -0.676281
  7 42 0.474015
  8 42 -1.42165
  9 42 4.19043
  10 42 -2.31467
  11 42 1.09425
  12 42 -0.64178
  13 42 1.94654
  14 42 0.195948
  15 42 -0.301312
  16 42 -3.1671
  17 42 -0.921089
  18 42 1.92458
  19 42 1.41602
  20 42 1.13433
23500 20 840
  1 42 1.87104
  2 42 2.67608
  3 42 -6.2728
  4 42 -4.55278
  5 42 0.605322
  6 42 -0.644954
  7 42 -2.24383
  8 42 -1.71511
  9 42 2.71379
  10 42 -1.63336
  11 42 -4.33291
  12 42 0.197281
  13 42 2.3784
  14 42 1.73016
  15 42 2.65975
  16 42 -2.5417
  17 42 4.68699
  18 42 -0.0893082
  19 42 2.01794
  20 42 2.53429
23600 20 840
  1 42 0.520719
  2 42 -0.370213
  3 42 1.46769
  4 42 -0.0443536
  5 42 3.45543
  6 42 0.462759
  7 42 2.9141
  8 42 -3.11439
  9 42 2.11388
  10 42 0.286375
  11 42 -2.05933
  12 42 -0.504046
  13 42 -0.377167
  14 42 0.316695
  15 42 0.591031
  16 42 -3.55399
  17 42 3.22263
  18 42 1.91824
  19 42 3.18763
  20 42 -1.66472
23700 20 840
  1 42 2.56849
  2 42 -2.34748
  3 42 -0.993451
  4 42 -0.688283
  5 42 -0.886321
  6 42 -3.68913
  7 42 -0.297193
  8 42 -2.48107
  9 42 4.00019
  10 42 -0.313971
  11 42 -1.252
  12 42 -1.34087
  13 42 -1.45476
  14 42 -2.29312
  15 42 -4.51277
  16 42 -2.84131
  17 42 1.81568
  18 42 3.47544
  19 42 -1.28874
  20 42 -3.72156
23800 20 840
  1 42 0.726688
  2 42 -0.606573
  3 42 -2.32708
  4 42 1.79377
  5 42 -2.6168
  6 42 -1.18645
  7 42 1.14257
  8 42 3.12893
  9 42 0.15395
  10 42 1.57427
  11 42 -0.644588
  12 42 -2.65151
  13 42 2.66509
  14 42 0.862123
  15 42 -1.31258
  16 42 0.107663
  17 42 -1.66813
  18 42 3.99706
  19 42 0.564646
  20 42 1.61293
23900 20 840
  1 42 0.00580824
  2 42 -1.89137
  3 42 3.50156
  4 42 1.51776
  5 42 1.6221
  6 42 2.28105
  7 42 -1.19031
  8 42 1.84366
  9 42 -0.0795338
  10 42 0.831079
  11 42 -2.00534
  12 42 -1.20033
  13 42 -1.88785
  14 42 1.84821
  15 42 -5.31377
  16 42 -0.639806
  17 42 -1.20544
  18 42 2.56323
  19 42 0.125076
  20 42 -0.393507
24000 20 840
  1 42 0.481141
  2 42 0.845872
  3 42 1.12084
  4 42 -0.138178
  5 42 -2.90038
  6 42 0.937142
  7 42 -3.62676
  8 42 2.62907
  9 42 -1.09104
  10 42 0.929195
  11 42 0.0789114
  12 42 2.27422
  13 42 0.600673
  14 42 -1.2708
  15 42 -1.15695
  16 42 -1.97991
  17 42 0.0619033
  18 42 -0.14672
  19 42 0.0347727
  20 42 -3.50893
24100 20 840
  1 42 0.423922
  2 42 0.661882
  3 42 -2.16694
  4 42 1.53737
  5 42 -0.678847
  6 42 0.194172
  7 42 -0.429657
  8 42 -1.2217
  9 42 -0.208637
  10 42 -0.223745
  11 42 0.71195
  12 42 -1.28772
  13 42 -0.836903
  14 42 -2.13301
  15 42 -1.46099
  16 42 0.79675
  17 42 -0.889917
  18 42 -0.722791
  19 42 -4.33479
  20 42 -1.78984
24200 20 840
  1 42 -0.586355
  2 42 -0.409338
  3 42 -0.935015
  4 42 1.83438
  5 42 0.112775
  6 42 1.71638
  7 42 0.963018
  8 42 0.9182
  9 42 4.27131
  10 42 -0.473376
  11 42 -0.738529
  12 42 -1.70249
  13 42 -0.0811979
  14 42 -0.420451
  15 42 -3.64418
  16 42 2.7026
  17 42 -3.27684
  18 42 -0.410355
  19 42 -3.00495
  20 42 -1.73594
24300 20 840
  1 42 0.451675
  2 42 -1.79815
  3 42 -3.38853
  4 42 2.67721
  5 42 -1.55386
  6 42 0.930658
  7 42 1.43159
  8 42 -0.184435
  9 42 0.161456
  10 42 0.744309
  11 42 2.6803
  12 42 1.51953
  13 42 1.51844
  14 42 1.10903
  15 42 2.6475
  16 42 -0.707754
  17 42 0.216369
  18 42 1.10784
  19 42 2.50596
  20 42 -4.11348
24400 20 840
  1 42 -4.02894
  2 42 0.739179
  3 42 1.73453
  4 42 -0.0437669
  5 42 0.116643
  6 42 0.326011
  7 42 1.6921
  8 42 2.8466
  9 42 -2.80741
  10 42 0.140731
  11 42 -0.481933
  12 42 1.91584
  13 42 1.3965
  14 42 1.38684
  15 42 2.2099
  16 42 -0.627702
  17 42 -1.42002
  18 42 -2.53168
  19 42 3.77117
  20 42 1.55098
24500 20 840
  1 42 -1.65808
  2 42 -0.935443
  3 42 -1.12006
  4 42 -0.442114
  5 42 1.51493
  6 42 1.71991
  7 42 -0.783089
  8 42 2.02908
  9 42 3.69581
  10 42 1.48325
  11 42 -0.397192
  12 42 -1.03363
  13 42 -0.179159
  14 42 -1.52342
  15 42 0.391001
  16 42 0.758731
  17 42 0.674669
  18 42 -1.59963
  19 42 -0.503076
  20 42 6.22687
24600 20 840
  1 42 2.96929
  2 42 1.3382
  3 42 -1.43061
  4 42 -1.57226
  5 42 2.2645
  6 42 -0.588601
  7 42 3.30824
  8 42 -1.36384
  9 42 1.57533
  10 42 0.75433
  11 42 -1.98652
  12 42 0.328279
  13 42 -0.229429
  14 42 0.78558
  15 42 2.14749
  16 42 -1.76308
  17 42 2.56837
  18 42 -2.65382
  19 42 -0.74885
  20 42 2.65455
24700 20 840
  1 42 -1.11415
  2 42 1.1979
  3 42 -1.52758
  4 42 2.14622
  5 42 -0.623175
  6 42 -1.19066
  7 42 5.09928
  8 42 1.26592
  9 42 1.02904
  10 42 -0.0870012
  11 42 0.675557
  12 42 -0.988301
  13 42 -0.317129
  14 42 1.60184
  15 42 -1.06944
  16 42 1.44124
  17 42 1.05019
  18 42 2.24297
  19 42 -5.66317
  20 42 2.42736
24800 20 840
  1 42 2.44063
  2 42 -0.436056
  3 42 -1.93495
  4 42 -2.33788
  5 42 -0.785018
  6 42 1.21441
  7 42 -1.52771
  8 42 3.26335
  9 42 1.91996
  10 42 -0.460483
  11 42 -1.77351
  12 42 0.829573
  13 42 1.55319
  14 42 2.98209
  15 42 1.86789
  16 42 -1.18077
  17 42 0.878208
  18 42 -3.54798
  19 42 -0.615049
  20 42 0.175385
24900 20 840
  1 42 0.426209
  2 42 -0.388831
  3 42 -1.30564
  4 42 0.0504089
  5 42 2.24174
  6 42 -1.80138
  7 42 6.14458
  8 42 0.709782
  9 42 0.571128
  10 42 -0.329308
  11 42 -0.416352
  12 42 2.16369
  13 42 1.55746
  14 42 0.096827
  15 42 -0.830646
  16 42 2.16189
  17 42 -2.32984
  18 42 1.00172
  19 42 2.4217
  20 42 -3.40715
25000 20 840
  1 42 -0.434427
  2 42 -0.357569
  3 42 0.315373
  4 42 -0.726042
  5 42 4.71117
  6 42 2.90052
  7 42 -1.36792
  8 42 -1.163
  9 42 -1.75831
  10 42 1.38233
  11 42 -1.55723
  12 42 0.0837009
  13 42 -1.08979
  14 42 -2.01253
  15 42 -0.749836
  16 42 -2.12361
  17 42 2.7489
  18 42 -1.70471
  19 42 -2.32855
  20 42 -2.98564
25100 20 840
  1 42 0.337452
  2 42 1.25844
  3 42 1.93455
  4 42 3.75426
  5 42 2.47025
  6 42 1.42699
  7 42 -0.199823
  8 42 1.94554
  9 42 1.69279
  10 42 2.85325
  11 42 2.27321
  12 42 0.381449
  13 42 -0.181544
  14 42 -0.752425
  15 42 1.67528
  16 42 1.74132
  17 42 0.732433
  18 42 1.47447
  19 42 3.72554
  20 42 -1.29919
25200 20 840
  1 42 0.0628044
  2 42 -0.764264
  3 42 1.76156
  4 42 0.660935
  5 42 -1.14921
  6 42 2.8427
  7 42 2.98201
  8 42 3.20788
  9 42 2.45473
  10 42 -2.0273
  11 42 0.957103
  12 42 -1.58239
  13 42 -1.05605
  14 42 -1.01454
  15 42 -0.344903
  16 42 1.96481
  17 42 -1.07055
  18 42 -0.0335137
  19 42 1.06201
  20 42 -2.76064
25300 20 840
  1 42 0.548097
  2 42 1.32833
  3 42 -2.24654
  4 42 -0.422827
  5 42 -3.72601
  6 42 0.130559
  7 42 -0.333595
  8 42 0.322512
  9 42 -1.75508
  10 42 0.756857
  11 42 -0.725814
  12 42 0.30717
  13 42 -0.161637
  14 42 1.11413
  15 42 -2.1043
  16 42 3.28437
  17 42 -2.76753
  18 42 2.30756
  19 42 -1.60702
  20 42 1.88819
25400 20 840
  1 42 1.83081
  2 42 -4.25981
  3 42 -1.73924
  4 42 1.82908
  5 42 1.91727
  6 42 -0.991145
  7 42 1.83379
  8 42 3.23424
  9 42 -0.952718
  10 42 2.07946
  11 42 2.78017
  12 42 -0.64887
  13 42 -0.163308
  14 42 0.937062
  15 42 -1.22105
  16 42 0.0137286
  17 42 1.13642
  18 42 -0.664962
  19 42 -0.414433
  20 42 -0.160522
25500 20 840
  1 42 1.41575
  2 42 -3.3798
  3 42 -0.311549
  4 42 -0.222191
  5 42 -0.851288
  6 42 -0.163221
  7 42 0.746347
  8 42 2.20181
  9 42 2.42512
  10 42 -0.796178
  11 42 2.51938
  12 42 -0.817702
  13 42 0.885058
  14 42 0.725596
  15 42 -2.20391
  16 42 0.31232
  17 42 -0.608346
  18 42 1.70185
  19 42 -2.78698
  20 42 -0.9059
25600 20 840
  1 42 -1.81502
  2 42 1.98254
  3 42 -4.16479
  4 42 1.67424
  5 42 -2.68034
  6 42 0.154615
  7 42 2.69838
  8 42 2.81261
  9 42 0.11482
  10 42 0.910479
  11 42 -2.22944
  12 42 -0.140897
  13 42 1.08434
  14 42 0.769068
  15 42 4.40077
  16 42 0.757961
  17 42 0.518162
  18 42 1.02608
  19 42 -2.7337
  20 42 0.851454
25700 20 840
  1 42 -0.312968
  2 42 -0.871549
  3 42 1.25756
  4 42 -1.60019
  5 42 -3.36717
  6 42 1.74488
  7 42 3.24047
  8 42 2.30912
  9 42 1.21718
  10 42 3.36493
  11 42 0.877076
  12 42 -1.20211
  13 42 -0.86557
  14 42 0.00481141
  15 42 1.70107
  16 42 2.559
  17 42 -0.459499
  18 42 -1.91284
  19 42 4.41738
  20 42 1.6568
25800 20 840
  1 42 -1.51131
  2 42 -0.262231
  3 42 -4.15268
  4 42 -0.593434
  5 42 0.944992
  6 42 -2.20402
  7 42 -0.110857
  8 42 0.712714
  9 42 0.534606
  10 42 -0.0252939
  11 42 -0.455849
  12 42 0.703698
  13 42 1.65253
  14 42 -1.60281
  15 42 2.29063
  16 42 -1.36599
  17 42 -0.15707
  18 42 -1.47524
  19 42 3.91936
  20 42 0.865005
25900 20 840
  1 42 0.25265
  2 42 4.10248
  3 42 -0.507944
  4 42 -2.54408
  5 42 -0.373086
  6 42 2.06259
  7 42 4.64566
  8 42 1.76548
  9 42 1.28243
  10 42 -1.40522
  11 42 -0.925411
  12 42 1.52279
  13 42 0.355957
  14 42 3.00053
  15 42 2.03075
  16 42 -2.32676
  17 42 0.300135
  18 42 -3.88179
  19 42 5.14193
  20 42 1.99295
26000 20 840
  1 42 -0.412261
  2 42 -0.114649
  3 42 -2.85144
  4 42 0.98127
  5 42 0.239108
  6 42 1.13122
  7 42 2.98927
  8 42 0.255734
  9 42 0.211011
  10 42 2.55932
  11 42 -2.80532
  12 42 -0.506361
  13 42 -1.73193
  14 42 2.19124
  15 42 1.2012
  16 42 -1.12507
  17 42 -1.15089
  18 42 1.38415
  19 42 -2.70531
  20 42 1.68677
26100 20 840
  1 42 0.399126
  2 42 1.29746
  3 42 -0.79552
  4 42 -0.323103
  5 42 0.064683
  6 42 -2.91302
  7 42 -0.0184958
  8 42 0.888452
  9 42 -0.620159
  10 42 0.411878
  11 42 2.37987
  12 42 1.40341
  13 42 -2.16594
  14 42 2.66462
  15 42 0.587992
  16 42 1.25386
  17 42 1.63024
  18 42 -0.941708
  19 42 -2.29237
  20 42 -1.10834
26200 20 840
  1 42 1.15517
  2 42 0.493595
  3 42 -1.51917
  4 42 -2.12708
  5 42 -2.55643
  6 42 -0.311636
  7 42 0.499907
  8 42 1.20251
  9 42 -1.63036
  10 42 -1.64646
  11 42 -0.206887
  12 42 -0.459368
  13 42 -1.55915
  14 42 0.683369
  15 42 -0.869448
  16 42 2.33097
  17 42 0.60344
  18 42 2.47226
  19 42 -1.20725
  20 42 -2.50905
26300 20 840
  1 42 -1.25453
  2 42 1.06083
  3 42 1.03437
  4 42 -0.292332
  5 42 -0.303501
  6 42 1.32489
  7 42 -1.39675
  8 42 1.84423
  9 42 0.796175
  10 42 -0.298352
  11 42 -4.06641
  12 42 1.31896
  13 42 -0.381833
  14 42 1.73218
  15 42 -0.896532
  16 42 0.17377
  17 42 0.52808
  18 42 -0.379813
  19 42 1.38339
  20 42 -0.215212
26400 20 840
  1 42 -0.582056
  2 42 -0.389435
  3 42 1.91474
  4 42 2.09135
  5 42 0.788474
  6 42 -0.648224
  7 42 -3.45034
  8 42 -1.62944
  9 42 2.44935
  10 42 1.95665
  11 42 0.46695
  12 42 2.90228
  13 42 -2.34111
  14 42 -0.162536
  15 42 1.61647
  16 42 -1.77103
  17 42 0.0929183
  18 42 0.647618
  19 42 0.851891
  20 42 -2.65205
26500 20 840
  1 42 -0.934528
  2 42 2.21826
  3 42 0.372058
  4 42 -0.784517
  5 42 -3.67136
  6 42 -1.36157
  7 42 2.10688
  8 42 -1.07972
  9 42 -0.218225
  10 42 0.281502
  11 42 -2.75149
  12 42 -2.17334
  13 42 0.201099
  14 42 -1.81359
  15 42 0.654389
  16 42 1.25764
  17 42 0.92625
  18 42 1.79642
  19 42 1.87481
  20 42 -2.09252
26600 20 840
  1 42 0.0750584
  2 42 -1.0322
  3 42 -3.11557
  4 42 0.235624
  5 42 1.12784
  6 42 0.36167
  7 42 0.0890408
  8 42 -2.65186
  9 42 1.53779
  10 42 -5.31574
  11 42 0.414018
  12 42 -2.04661
  13 42 0.272116
  14 42 0.148241
  15 42 -0.0952079
  16 42 0.788399
  17 42 1.79407
  18 42 0.945578
  19 42 -2.01253
  20 42 1.47419
26700 20 840
  1 42 2.67863
  2 42 -0.764705
  3 42 0.118788
  4 42 2.70537
  5 42 -0.139735
  6 42 -1.70336
  7 42 1.75904
  8 42 0.681707
  9 42 -0.236941
  10 42 -2.36098
  11 42 2.10321
  12 42 -0.37435
  13 42 0.178749
  14 42 1.11717
  15 42 0.439767
  16 42 1.06817
  17 42 -2.62406
  18 42 2.3297
  19 42 3.14733
  20 42 -1.88398
26800 20 840
  1 42 1.64621
  2 42 -2.20965
  3 42 -0.982496
  4 42 -0.134813
